seq,ecological domination
"Areas of wetlands in priority river basin locations restored, annual (Gansu) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Hectare(Ha) 3,024,750.00 1.00 Period Value Allocated Amount (USD) Formula Baseline 0.00 2024 8.00 654,000.00 US$81,750 per hectare of wetland restored 2025 8.00 654,000.00 US$81,750 per hectare of wetland restored 2026 7.00 572,250.00 US$81,750 per hectare of wetland restored 2027 7.00 572,250.00 US$81,750 per hectare of wetland restored 2028 7.00 572,250.00 US$81,750 per hectare of wetland restored  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) DLI_TBL_MATRI X DLI 3 3a.",0.9149588671597567
"Areas of forests in priority river basin locations restored (Ha), annual (Gansu) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Hectare(Ha) 78,752,500.00 26.25 Period Value Allocated Amount (USD) Formula Baseline 0.00 2024 14,250.00 24,225,000.00 US$1,700 per hectare of forest ecosystem restored 2025 18,955.00 32,223,500.00 US$1,700 per hectare of forest ecosystem restored 2026 8,806.00 14,970,200.00 US$1,700 per hectare of forest ecosystem restored 2027 4,314.00 7,333,800.00 US$1,700 per hectare of forest ecosystem restored 2028 0.00 0.00 N/A DLI_TBL_MATRI X DLI 4 4a.",0.9192710356278853
"Length of river channels in priority river basin segments restored, annual (Gansu) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Kilometers 7,562,000.00 2.50 Period Value Allocated Amount (USD) Formula Baseline 0.00  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) 2024 32.00 1,592,000.00 US$49,750 per kilometer of river ecosystem restored 2025 56.00 2,786,000.00 US$49,750 per kilometer of river ecosystem restored 2026 30.00 1,492,500.00 US$49,750 per kilometer of river ecosystem restored 2027 18.00 895,500.00 US$49,750 per kilometer of river ecosystem restored 2028 16.00 796,000.00 US$49,750 per kilometer of river ecosystem restored DLI_TBL_MATRI X 5a.",0.9360022111372515
"Number of technical documents for integrated landscape planning and decision making for ecosystem restoration and DLI 5 protection approved (Gansu) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Text 15,440,750.00 5.25 Period Value Allocated Amount (USD) Formula Baseline No 2024 Gansu approves implementation plans for 11,580,562.50 US$3,860,187.5 per integrated integrated landscape management for ecosystem landscape plan approved at sub- restoration and protection at the sub-basin level basin level for each of the three demonstration sub-basins 2025 N/A 0.00 N/A  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) 2026 Provincial Department (DWR in Gansu) approves 3,860,187.50 US$3,860,187.5 for the provincial a technical guideline for integrated landscape technical guideline approved plans for ecosystem restoration and protection in river basins at the provincial level 2027 N/A 0.00 NA 2028 N/A 0.00 N/A DLI_TBL_MATRI X DLI 6 1b.",0.9154741113836115
"Land area under sustainable landscape management practices (CRI, Ha), annual (Shandong) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Hectare(Ha) 14,987,700.00 5.00 Period Value Allocated Amount (USD) Formula Baseline 0.00 2024 40.00 1,404,000.00 US$35,100 per hectare of additional land area implementing soil salinity measures 2025 120.00 4,212,000.00 US$35,100 per hectare of additional land area implementing soil salinity measures 2026 140.00 4,914,000.00 US$35,100 per hectare of additional land area implementing soil salinity measures 2027 100.00 3,510,000.00 US$35,100 per hectare of additional land area implementing soil salinity  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) measures 2028 27.00 947,700.00 US$35,100 per hectare of additional land area implementing soil salinity measures DLI_TBL_MATRI X DLI 7 2b.",0.9345996163108132
"Areas of wetlands in priority river basin locations restored (Ha), annual (Shandong) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Hectare(Ha) 74,880,000.00 24.98 Period Value Allocated Amount (USD) Formula Baseline 0.00 2024 5,200.00 18,720,000.00 US$3,600 per hectare of wetland restored 2025 5,200.00 18,720,000.00 US$3,600 per hectare of wetland restored 2026 5,200.00 18,720,000.00 US$3,600 per hectare of wetland restored 2027 5,200.00 18,720,000.00 US$3,600 per hectare of wetland restored 2028 0.00 0.00 N/A  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) DLI_TBL_MATRI X DLI 8 3b.",0.9113913449374113
"Areas of forests in priority river basin locations restored (Ha), annual (Shandong) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Hectare(Ha) 44,992,000.00 14.99 Period Value Allocated Amount (USD) Formula Baseline 0.00 2024 1,000.00 7,600,000.00 US$7,600 per hectare of forest ecosystem restored 2025 2,000.00 15,200,000.00 US$7,600 per hectare of forest ecosystem restored 2026 2,000.00 15,200,000.00 US$7,600 per hectare of forest ecosystem restored 2027 920.00 6,992,000.00 US$7,600 per hectare of forest ecosystem restored 2028 0.00 0.00 N/A DLI_TBL_MATRI X 5b.",0.9241782968694513
"Number of technical documents for integrated landscape planning and decision making for ecosystem restoration and DLI 9 protection approved (Shandong) Type of DLI Scalability Unit of Measure Total Allocated Amount (USD) As % of Total Financing Amount Intermediate Outcome Yes Text 15,140,300.00 5.03 Period Value Allocated Amount (USD) Formula  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Baseline No 2024 Shandong approves implementation plans for 11,355,225.00 US$3,785,075 per integrated integrated landscape management for ecosystem landscape plan developed at sub- restoration and protection at the sub-basin level basin level for each of the three demonstration sub-basins 2025 N/A 0.00 N/A 2026 Provincial Department (DNR in Shandong) 3,785,075.00 US$3,785,075 for the provincial approves a technical guideline for integrated technical guideline approved landscape plans for ecosystem restoration and protection in river basins at the provincial level 2027 N/A 0.00 N/A 2028 N/A 0.00 N/A .",0.9003516977483575
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) .,0.8210056478326971
"Land area under sustainable landscape management practices (CRI, Ha), annual (Gansu) Sustainable Landscape Management Practices mean select practices to increase land quality and restore degraded lands combining at least two technologies related to soil and water conservation (with respect to Gansu Province) and soil salinity treatment (with respect to Shandong Province), as set form in the respective Program Implementation Plan.",0.8505001068115234
"In Gansu, this Description indicator measures annual newly added land areas with soil and water conservation measures implemented which meet national technical standards, refering to farmland terracing combined with other farming practice changes, including conservation agriculture, application of organic fertilizer and so on.",0.8693693334406073
Data source/ Agency Verification report Verification Entity Verification agency Verification: The annual additional new land area with soil and water conservation measures implemented can be verified based on national technical standards combining site-verification with remote sensing technology and ground-truthing.,0.8281549973921343
"• Code for soil and water conservation engineering design (GB-51018-2014) • Technical specification for soil and water conservation (GB/T16453-2008) Procedure • Completion acceptance standards for integrated soil and water conservation (GB/T15773-2008） • Technical guidelines for ecologically-clean small watershed construction (SL534-2013) • Technical specification for ecologically-clean small watershed construction (DB11/T548-2008) Disbursement will be made scalable based on the number of hectares (0.01 hectare) implemented with eligible soil and water conservation measures and will not be capped at the annual target within the total 5,950 hectares within the Program implementation period.",0.9646648060191761
"Areas of wetlands in priority river basin locations restored, annual (Gansu) This indicator measures the Program wetland areas (in ha) where interventions are carried out on an annual basis to restore Description degraded habitats, i.e., for waterbirds and other taxa (fish, amphibians, insects).",0.5537025711753152
Locations for wetland restoration that are critical to river basin ecosystem health have been identified by the Technical Assessment.,0.6993983008644797
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Data source/ Agency Verification report Verification Entity Verification agency Verification: Two levels of inspection and acceptance will be carried out according to the below technical standards.,0.8029514659534801
"Verification will be based on county-level natural resources (including forestry) management checks carried out for all sites by local program implementation agencies; PPMOs will collect completion reports from all program counties, and submit to TPVA for verification.",0.8052114139903676
"Applicable technical standards are (a) DB11/T 1300—2015 Technical Regulations for Wetland Restoration and Construction, a local standard from Beijing considered to align with international good practice; (b) HJ 2005 - 2010 Constructed Wetland Sewage Treatment Technical Regulations.",0.8583372289484198
"In addition, the following technical requirements should be followed: Wetland restoration should recreate gradual slopes between 1 ‰ and 4 ‰ as surrounding edges as well as inundated areas of 10cm Procedure ～30cm depth.",0.2182927131652832
Re-introduce native carnivore fish as top-down control.,0.015965636480938305
Disbursement will be made scalable based on the number of hectares (0.01 hectare) with restored wetland areas in the Program areas.,0.8091251199895685
"Areas of forests in priority river basin locations restored (Ha), annual (Gansu) This indicator measures the area (in ha) of forest ecosystems restored, including three types of interventions: (a) mixed species plantations established; (b) degraded and monoculture forests restored to mixed species forests; and/or (c) assisted Description natural regeneration promoted.",0.5598700696771796
Areas for forest restoration that are critical to river basin ecosystem health are identified by the Technical Assessment.,0.7586050033569336
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Data source/ Agency Verification report Verification Entity Verification agency Verification: Two levels of inspection and acceptance will be carried out according to the below technical standards.,0.8029514659534801
"Verification will be based on county-level forest management checks carried out for all sites by local program implementation agencies; PPMOs will collect completion reports from all program counties, and submit to TPVA for verification.",0.7404497320001776
"The technical specifications should comply with applicable technical standards, including (a) National Afforestation and Forest Management Comprehensive Verification Technical Regulation (LY/T2083-2013); (b) Forest Management Verification Technical Regulation (Forestry 2014 – No140); (c) GB/T 15163-2004 - Technical regulations for setting apart hills including sand area for tree growing; as well as the relevant Gansu Provincial Technical Standards.",0.8605450716885653
At least 5 percent of the new afforestation area should include biodiversity friendly flowering trees that can provide food sources for birds and other wildlife.,0.2907158244739879
"If irrigation measures are applied for early-stage tree planting to improve survival rates, water-saving irrigation technologies need to be adopted.",0.824030876159668
Disbursement will be made scalable based on the number of hectares (0.01 hectare) with restored forest ecosystem areas in the Program areas.,0.6202064860950817
"Length of river channels in priority river basin segments restored, annual (Gansu) This indicator measures the length of river restored, including the restoration of river channel and banks, riparian wetlands, and forest strips along river banks.",0.8678483096036044
Segments of river channels for restoration that are critical to river basin ecosystem Description health are identified by Technical Assessment.,0.8648745796897195
"Restored refers to the restoration to the river’s natural shape, using natural materials for bank stabilization, leaving cracks along the embankments to facilitate natural exchange of energy and  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) nutrients, and the use of wetland vegetation cover for additional wildlife habitats.",0.8645886507901278
"Verification will be based on county-level water management checks carried out for all sites by local program implementation agencies; PPMOs will collect completion reports from all program counties, and submit to TPVA for verification.",0.8513411608609286
Applicable technical standards are (a) 2014 Technical Guidelines for Ecological Restoration of Inlet Rivers and Rivers in Lake Procedure Basins by the Ministry of Ecology and Environment； (b) DB11/T 1300—2015 Technical Regulations for Wetland Restoration and Construction; (c) DB11/T 1605-2018 Technical Regulations for the Evaluation of Bird Diversity and Habitat Quality; and (d) DB11/T 1722-2020: Technical Regulation for Water Ecological Health Assessment.,0.7933658253062855
"To adapt national and other regional standards to the project areas, appropriate local revegetation species as well as biodiversity indicator species for project areas have been provided in the Project technical assessment report.",0.7934650074351918
"Number of technical documents for integrated landscape planning and decision making for ecosystem restoration and DLI 5 protection approved (Gansu) This DLI addresses challenges of institutional strengthening and cross-sector collaboration by incentivizing the upscaling of integrated planning processes from demonstration watershed level to the province adopting a landscape approach for ecosystem restoration and protection at river basins by: (a) Gansu and Shandong provinces developing implementation Description plans for integrated landscape management for ecosystem restoration and protection for three selected sub-basins, respectively; The integrated implementation plans need to include a consumption based water balance analysis, and covers ecosystem management, water resource conservation and water pollution reduction, considering future climate change impacts, both mitigation and adaptation, and gender; and (b) provincial governments (through the Department of Water  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Resources (DWR) in Gansu and the Department of Natural Resources (DNR) in Shandong) issuing technical guidelines to prepare integrated landscape plans for ecosystem restoration and protection at the river basin level, based on the experience from the demonstration sub-basins.",0.879749211398038
"The Technical Guideline will provide guidance for priortizing ecosystem restoration actions in river basin contexts that maximize ecosystem services and climate and biodiversity co-benefits, prescribing international good practices and taking into consideration on water resource constraints and water quality conditions, particularly in water-scarce river basins.",0.8436837629838423
Data source/ Agency Verification report Verification Entity Verification agency Verification: Official documents (sub-basin level integrated plans and provincial guideline) are approved provincial technical departments and are made available to the verification agency.,0.7199780724265359
Disbursement: Procedure (a) Disbursement will be made scalable upon the number of sub-basin level Integrated landscape Plans for ecosystem protection and restoration developed; Three in total.,0.18909684094515714
"Land area under sustainable landscape management practices (CRI, Ha), annual (Shandong) Sustainable Landscape Management Practices mean select practices to increase land quality and restore degraded lands combining at least two technologies related to soil and water conservation (with respect to Gansu Province) and soil salinity Description treatment (with respect to Shandong Province), as set form in the respective Program Implementation Plan.",0.8513826890425249
"In Shandong, this indicator measures annual newly added land areas with soil salinity treatment measures applied, including leaching, crop pattern change, water evaporation reduction and so on.",0.7630901336669922
Data source/ Agency Verification report Verification Entity Verification agency Verification: The annual additional new land area with soil salinity treatment measures implemented can be verified based Procedure on national technical standards combining site-verification with remote sensing technology and ground-truthing.,0.8157790790904652
"The  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) projects will be randomly selected to be verified according to the related national standards (Guobiao, GB) as below.",0.8416357907381925
• Technical standard for saline-alkaline land amelioration in landscape project (CJJT283-2018) • Technical specification for soil salinity treatment in landscape projects (CJJ/T283-2018） • Technical guidelines for ecologically-clean small watershed construction (SL534-2013) • Technical specification for soil salinity treatment in coastal areas (DB32/T 4313-2022) Disbursement will be made scalable based on the number of hectares (0.01 hectare) implemented with eligible soil salinity treatment measures and will not be capped at the annual target within the total of 427 hectares within the Program implementation period.,0.9846148057417436
"Areas of wetlands in priority river basin locations restored (Ha), annual (Shandong) This indicator measures the Program wetland areas (in ha) where interventions are carried out on an annual basis to restore degraded habitats, i.e., for waterbirds and other taxa (fish, amphibians, insects).",0.753561713478782
Locations for wetland restoration that are critical to river basin ecosystem health have been identified by the Technical Assessment.,0.6993983008644797
"In Shandong, 5,200 hectares of Description wetlands will be restored over a consecutive period of four years from Year 1 to Year 4.",0.8402142958207564
"During each year of this period, the same wetland area of 5,200 hectares will need to verified to ensure that they meet the restoration targets (i.e., absence of Spartina and other targets according to the technical standards).",0.8508541800759055
"Verification will be based on county-level natural resources (including forestry) management checks carried out for all sites by local program implementation agencies; PPMOs will collect completion reports from all program counties, and submit to TPVA for verification.",0.8052114139903676
"Applicable technical standards are (a) DB11/T 1300—2015 Technical Regulations for Wetland Restoration and Construction, a local standard from Beijing considered to align with international good practice; (b) HJ 2005 - 2010 Constructed Wetland Sewage Treatment Technical Regulations.",0.8583372289484198
"In addition, the following technical requirements should be followed: Wetland  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) restoration should recreate gradual slopes between 1 ‰ and 4 ‰ as surrounding edges as well as inundated areas of 10cm ～30cm depth.",0.8240867961536754
Re-introduce native carnivore fish as top-down control.,0.015965636480938305
"Disbursement will be made scalable based on the number of hectares (0.01 hectare), which on annual basis meet the abovementioned restoration targets in the Program areas.",0.8512764844027433
"The annual DLR values are fixed at 5,200 hectares.",0.8416627537120472
"Areas of forests in priority river basin locations restored (Ha), annual (Shandong) This indicator measures the area (in ha) of forest ecosystems restored, including three types of interventions: (a) mixed species plantations established; (b) degraded and monoculture forests restored to mixed species forests; and/or (c) assisted Description natural regeneration promoted.",0.4608990929343484
Areas for forest restoration that are critical to river basin ecosystem health are identified by the Technical Assessment.,0.7586050033569336
"Verification will be based on county-level forest management checks carried out for all sites by local program implementation agencies; PPMOs will collect completion reports from all program counties, and submit to TPVA for verification.",0.7404497320001776
"The technical specifications should comply with applicable technical standards, including (a) National Afforestation and Forest Management Comprehensive Verification Technical Regulation (LY/T2083-2013); (b) Forest Management Verification Technical Regulation (Forestry 2014 – No140); (c) GB/T 15163-2004 - Technical regulations for setting apart hills including  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) sand area for tree growing; as well as the relevant Shandong Provincial Technical Standards.",0.8779732964255593
At least 5 percent of the new afforestation area should include biodiversity friendly flowering trees that can provide food sources for birds and other wildlife.,0.2907158244739879
"If irrigation measures are applied for early-stage tree planting to improve survival rates, water-saving irrigation technologies need to be adopted.",0.824030876159668
Disbursement will be made scalable based on the number of hectares (0.01 hectare) with restored forest ecosystem areas in the Program counties.,0.32568485086614435
"Number of technical documents for integrated landscape planning and decision making for ecosystem restoration and DLI 9 protection approved (Shandong) This DLI addresses challenges of institutional strengthening and cross-sector collaboration by incentivizing the upscaling of integrated planning processes from demonstration watershed level to the province adopting a landscape approach for ecosystem restoration and protection at river basins by: (a) Gansu and Shandong provinces developing implementation plans for integrated landscape management for ecosystem restoration and protection for three selected sub-basins, respectively; The integrated implementation plans need to include a consumption based water balance analysis, and covers ecosystem management, water resource conservation and water pollution reduction, considering future climate change Description impacts, both mitigation and adaptation, and gender; and (b) provincial governments (through the Department of Water Resources (DWR) in Gansu and the Department of Natural Resources (DNR) in Shandong) issuing technical guidelines to prepare integrated landscape plans for ecosystem restoration and protection at the river basin level, based on the experience from the demonstration sub-basins.",0.8829785260287198
"The Technical Guideline will provide guidance for priortizing ecosystem restoration actions in river basin contexts that maximize ecosystem services and climate and biodiversity co-benefits, prescribing international good practices and taking into consideration on water resource constraints and water quality conditions, particularly in water-scarce river basins.",0.8436837629838423
Data source/ Agency Verification report Verification Entity Verification agency  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu and Shandong) (P178401) Verification: Official documents (sub basin level integrated plans and provincial guidelines) are approved by provincial technical departments and are made available to the verification agency.,0.824266173622825
Disbursement: Procedure (i) Disbursement will be made scalable upon the number of watershed Integrated landscape Plans for ecosystem protection and restoration developed; Three in total.,0.054897779768163506
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) ANNEX 3.,0.8172203410755504
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) ANNEX 4.,0.8067330447110262
"STAKEHOLDER ANALYSIS Result Area Typical activities Affected entities Interested entities Management agencies RA1- Improve • soil erosion control and water • People may be • Service providers • Government land and conservation (farmland affected by land • Individuals or organizations department at different water terracing and slope land acquisition or concerned about ecological level, e.g., NRPB, EEB, resource stabilization); other forms of environment WRB, NRB, etc.",0.6540631380948153
management • improved forest and grassland land use; • organizations concerned • township government management (fire and disease • People may be about poverty and involved prevention and control); affected by women’s development • village committees • soil salinity treatment; environmental involved • water-saving irrigation for impact during forests and grasslands construction and operation.,0.7917404174804688
"• township domestic • People affected by • Operators and • competent authorities, wastewater management land acquisition/ maintenance units of e.g., provincial and (new and rehabilitated occupation wastewater treatment county level ARABs, wastewater treatment plants • People paying for facilities EEBs, or HURDBs and network).",0.9614205793900923
"wastewater • Service and goods • county government treatment providers • township government • Individuals or organizations • village committees concerned about ecological environment • Organizations concerned about poverty and women’s development RA2- Improve • Wetland restoration (Spartina • Planters • Service providers • competent authorities, the quality of alterniflora management, • people affected by • individuals or organizations e.g., provincial and degraded Suaeda salsa restoration, land concerned about ecological county level NRBs, ecosystems seagrass bed restoration, acquisition/occupa environment and soil FGBs, WRBs benthos proliferation, flood tion quality • county government plain restoration, and urban • People may be • organizations concerned • township government wetland restoration) affected by about poverty and involved • River channel rehabilitation environmental women’s development • village committees impact during involved construction and operation.",0.7131857438520952
"• Reforestation and forest • None • individuals or organizations • competent authorities, ecosystem restoration; concerned about ecological e.g., provincial and • Grassland and other ecosystem environment county level EEBs, NRBs restoration; • Service providers • Biodiversity monitoring of selected ecosystems using the environmental DNA (eDNA)  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) Result Area Typical activities Affected entities Interested entities Management agencies method.",0.7894764813509855
"RA3- • Development and approval of • None • Organizations concerned, • competent authorities, Strengthen integrated landscape e.g., research institutes, e.g., provincial and the capacity of implementation plans for NGOs, agencies on gender county level NRBs, integrated ecosystem protection and equality and women’s FGBs, EEBs, ARABs, WFs land and restoration in demonstration development; • county government water sub-basins and at the province • Service Providers, if any • township government resource level; • village committees management • Piloting of ecosystem health for ecosystem monitoring and evaluation protection systems; and • Improvement of female restoration leadership in ecosystem protections with more women forest, grassland, and wetland chiefs; and • Capacity building activities (training) for government officials and practitioners.",0.9294322620738636
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) ANNEX 5.,0.8152373920787465
"The strategy and approach for implementation support includes an emphasis on the technical, fiduciary, and E&S support needed during implementation.",0.8607687516645952
"Implementation support from the procurement and financial management team will focus on reviewing and monitoring compliance with the Government’s own systems and the actions defined in the PAP, while the implementation support will also provide technical assistance to address shortcomings identified during the assessment.",0.8231914693659003
"Table A7.1 Main focus of Implementation Support Resources Time Focus Skills Needed Estimate (Staff Weeks) First 12 • Implementation of program management systems • Core team, 72 months • Setting up cross administrative-level coordination particularly mechanism technical, FM, • Staff capacity building, on-the-job training on E&S and procurement, E&S fiduciary experts • Procurement process and training • Integrated water • E&S training, support to implementation of policy and environment requirements management expert • Technical support to activities and implementation • Financial management and disbursement training and capacity building 12–48 • Technical support to implementation • Core team, 120 months • Conduct policy and technical research particularly • Review of environmental, social, and financial performance technical, FM, of central components procurement, E&S • Continued improvements in project management systems experts including fiduciary and safeguards • Integrated water • Program Midterm Review and environment management expert Other • Completion of activities • Core team, 56 • Capacity building and facilitate knowledge exchange and particularly events technical, FM,  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) Resources Time Focus Skills Needed Estimate (Staff Weeks) • Support technical and financial analysis of program procurement, E&S investments experts • End-term evaluation and client ICR • Integrated water and environment management Table A7.1.",0.8706302642822266
"Task Team Skills Mix Requirements for Implementation Support Skills Needed Number of Number of Trips Comments Staff Weeks per year Task team leader/program Three in the first year, 3-4 annually Singapore office-based staff management/technical two thereafter Co-Task team leader(s)/program Three in the first year, 14 annually Country office-based staff management/technical two thereafter Procurement specialist 3–6 annually Two per year Country office-based staff Financial management specialist 2 annually Two per year Country office-based staff Operations specialist 4–6 annually Two per year Country office-based staff Environmental specialist 3–4 annually Two per year Country office-based staff Social specialist 3–4 annually Two per year Country office-based staff M&E specialist 4–6 annually Two per year Country office-based staff Integrated ecosystems and water 3–4 annually Two per year Consultant (national) resources management expert Water balance and satellite monitoring 2 annually Two per year Consultant (national) expert Water quality expert 2 annually Two per year Consultant (national)  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) .",0.39981807361949573
"within six manual and submit to the Bank environmental and Systems months for review; during PforR social (E&S) after loan implementation, the PPMOs management effectivenes should provide regular reports manual for typical s and on the implementation status Program activities implemente of the manual as part of the (e.g, river/wetland d semiannual progress reports.",0.8453651775013317
"To involve local Environmental PMOs and local Recurrent Continuous Participation of sector agencies, sector departments and Social relevant agencies e.g.",0.43162506276910956
"natural resources bureaus, and township Systems township governments and governments in the affected people during program preparation of preparation with written specific activities to records available to be improve the quality reviewed by the World Bank and efficiency of social risks assessment and management To incorporate E&S Environmental PMOs, local agencies, Recurrent Continuous Terms and conditions on E&S considerations in and Social PIUs impact screening and non-physical Systems stakeholder engagement are activities (e.g.",0.8646880063143644
included in the TORs for non- integrated physical activities and landscape plans) to submitted for the World Bank's  The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) avoid/mitigate review potential downstream E&S impacts/risks associated with the planning and implementation of the deliverables To prepare Fiduciary PPMOs Recurrent Yearly Program financial statements Program financial Systems developed and submitted to statements in the Bank on an annual basis agreed format and substance To have Program Fiduciary PPMOs Recurrent Yearly Program financial statements financial Systems are auditted on an annual basis statements audited during the Program implementation period and the audit reports are submitted to the World Bank on an annual basis To issue official Fiduciary PPMO Other No later The official instruction should instructions to all Systems than loan be included in the PIP to ensure implementation effectivenes that the completion can be agencies that no s monitored as part of the contract will be condition of effectiveness awarded to firms or individuals in the debarred list or under temporary suspension.,0.906250693581321
To report actual Fiduciary PPMO Recurrent Semi- Procurement data are provided procurement Systems Annually in the semi-annual progress performance data reports to the World Bank as to enable the required World Bank to monitor whether procurement continues to perform as assessed To inform the Fiduciary PPMOs Recurrent Continuous PPMOs shall inform the World World Bank of any Systems Bank any credible and material credible and allegations of fraud and material allegations corruption issues in a timely of fraud and manner through the Program corruption issues progress report .,0.7891051552512429
 The World Bank China: Yellow River Basin Ecological Protection and Environmental Pollution Control Program (Gansu andShandong) (P178401) ANNEX 7.,0.8156882199374113
